document_name,sentence,label
13-Activity-Centres.txt,REGIONAL STRATEGY PLAN - COMMERCIAL CENTRES Bulky goods retailing is occurring in the western parts of the Region.,
13-Activity-Centres.txt,Most of the floorspace is currently located in industrial zones.,
13-Activity-Centres.txt,"Bulky goods retailing opportunities should be provided in appropriate locations, preferably within the western part of the Region.",
13-Activity-Centres.txt,"13.02 Primary Purpose To maintain a network of vibrant activity centres that collectively offer a wide and equitably distributed range of commercial services, employment opportunities, and community infrastructure.",
13-Activity-Centres.txt,"13.03 Objectives for all Commercial Centres  Encourage retail, commercial, entertainment, community and other intensive employment generating activities to locate within established activity centres.",
13-Activity-Centres.txt," Ensure that activity centres are well designed places where people can enjoy shopping, doing business and participating in community activities.",
13-Activity-Centres.txt, Manage future use and development within activity centres that recognise and strengthen the role of the centre as set out in the Yarra Ranges Activity Centre Hierarchy Table.,
13-Activity-Centres.txt," Facilitate within activity centres, a diverse mix of land uses that contribute to net community benefit and do not adversely affect the level of service provided by other centres in the activity centre network.",
13-Activity-Centres.txt, Promote additional housing within and adjoining activity centres.,
13-Activity-Centres.txt," Ensure services are clustered and provided in a convenient location which is accessible to many by travel on foot, bicycle or improved public transport.",
13-Activity-Centres.txt," For those activity centres expected to experience further significant development pressure, prepare structure plans to set strategic directions for future land use, development and the provision of supporting infrastructure.",
13-Activity-Centres.txt,"13.04 Yarra Ranges Activity Centre Hierarchy Table Activity Centre Type Role Major Activity Centres These centres provide a large, diverse and intensive mix of retail, commercial, entertainment, cultural and other uses.",
13-Activity-Centres.txt,"Chirnside Park and Lilydale They have strong public transport links, serve a large regional-sized catchment, and are priority locations for future private and public sector development and more diverse residential development.",
13-Activity-Centres.txt,"Large Neighbourhood Activity Centres Smaller in floorspace terms than Major Activities Centres, these centres have a retail mix that is focussed on Belgrave, Healesville, Kilsyth, convenience and grocery shopping.",
13-Activity-Centres.txt,"They also provide a Monbulk, Mooroolbark, Mount Evelyn, range of community services to the surrounding Seville, Yarra Glen, Yarra Junction communities.",
13-Activity-Centres.txt,"Some of these centres, which serve a catchment that extends 56.",
13-Activity-Centres.txt,"REGIONAL STRATEGY PLAN - COMMERCIAL CENTRES Activity Centre Type Role into the rural hinterland, perform a significant role in the provision of community and civic services, with some also providing a range of facilities and services for tourists.",
13-Activity-Centres.txt,"Small Neighbourhood Activity Centres These centres have a more limited role in providing convenience retailing and community facilities for an Coldstream, Montrose, Mount immediate surrounding catchment.",
13-Activity-Centres.txt,"Dandenong, Olinda, Sassafras, Tecoma., Upwey, Wandin North, Warburton, Woori Yallock.",
13-Activity-Centres.txt,"Local Activity Centres Local Activity Centres consist of a small group of shops that typically serve a local walk-in catchment, and provide for the Examples include: daily convenience and ‘top up’ needs of local residents and Colby Drive - Belgrave South, Monbulk passing motorists.",
13-Activity-Centres.txt,Road Silvan and Switchback Road - Chirnside Park Some of these centres contain a limited number of community facilities and other uses.,
13-Activity-Centres.txt,Proposals for use and development of land should be consistent with and support the identified role for the relevant activity centre as set out in the Yarra Ranges Activity Centre Hierarchy Table.,
14-Manufacturing-and-Industry.txt,REGIONALSTRATEGYPLAN - MANUFACTURINGANDINDUSTRY 14.,
14-Manufacturing-and-Industry.txt,"MANUFACTURING AND INDUSTRY 14.01 Regional Overview The Region has a small but well established industrial base consistingof manufacturing, processing, and service industries, which range from traditional industries servicing agricultureandsawmilling,todynamicindustries inhightechnology.",
14-Manufacturing-and-Industry.txt,Over 60% of the Region's industrial establishments are located in the Lilydale area.,
14-Manufacturing-and-Industry.txt,"With most of the activity concentrated in Kilsyth, Lilydale and Chirnside Park.",
14-Manufacturing-and-Industry.txt,"These areas also have the largest amount of vacant industrial land, most of which however, is committedfordevelopment intheshort tomedium term.",
14-Manufacturing-and-Industry.txt,"There are limited numbers of, and opportunities for, industrial establishments in Healesville,Woori YallockandWesburn(whichis partiallydeveloped).",
14-Manufacturing-and-Industry.txt,"Traditionally, manufacturing industries have been regarded as a non-desirable activityin the Region.",
14-Manufacturing-and-Industry.txt,"This perception, however is gradually changing for manyindustries, which through the use of high technology, sensitive designs and siting, have acquired alevel of public acceptance.",
14-Manufacturing-and-Industry.txt,"It is important therefore that anynew industries to be attracted to the Region exhibit a high level of community acceptance, achieve compatibility with the environment andmaintenanceofamenity.",
14-Manufacturing-and-Industry.txt,The Regional Strategy Plan promotes the need to develop a sustainable economy.,
14-Manufacturing-and-Industry.txt,"Support needs to be given to the maintenance and growth of local enterprises within the agricultural, commercial, tourism and industrial areas, provided they are ecologically sustainable; maintain local amenity; and are accepted by the community at large as contributingtowards animprovement inlifestyles fortheRegion's residents.",
14-Manufacturing-and-Industry.txt,"Despite the employment opportunities available within the Region, the outer eastern suburbs of Melbourne will continue to provide the major employment source for the Region’s residents.",
14-Manufacturing-and-Industry.txt,"However, growth in employment will be closely linked to the changes occurringthroughtheincreasedprovisionoftertiaryeducationintheRegion.",
14-Manufacturing-and-Industry.txt,"14.02 Primary Purpose The primary purpose for the manufacturing and industry policies is to control and coordinate the provision of land for industry, whilst providing for an increase in employment opportunities for local communities.",
14-Manufacturing-and-Industry.txt,"At the same time it is intended to control the nature and scale of development so that environmental values such as flora, fauna, water quality and yields, air quality and landscape values are not adversely affected,andthat theresidential amenityoftheareais maintained.",
14-Manufacturing-and-Industry.txt,"14.03 Existing industrial zones Industrywill be encouraged to locateinexistingIndustrial Zones and,wherepossible,to makemoreefficient useofvacant andpartlydevelopedland.",
14-Manufacturing-and-Industry.txt,"In providing for industrial or manufacturing uses and development, planning authorities must ensurethat: 61.",
14-Manufacturing-and-Industry.txt,"REGIONALSTRATEGYPLAN - MANUFACTURINGANDINDUSTRY  areticulatedsewerageandwatersupplyis available;  appropriate off-street parking, vehicular access and loading facilities are provided;  the siting, design and appearance of buildings have minimal adverse impact on thesurroundinglandscape;  all liquid and other wastes will be disposed of in an appropriate manner, and noise minimised, in accordance with the requirements of the Environment ProtectionAuthority,toensuretheprotectionoftheamenityofthearea;  the safetyand amenityof residential areas near an industrial use are protected by controllingheavytrucktraffic;  where applicable, large storage areas are separated from residential areas and screenedfrom publicview;  wherever possible, industrial uses are grouped to ensure the economical provision,extensionandmaintenanceofutilities, and  adequate provision is made for the landscaping of site and that appropriate controls are put in place to cover maximum building site coverage, and appropriateset backs toensureadequatelandscapingofsite.",
14-Manufacturing-and-Industry.txt,14.04 Additional land for industry Additional land for industry may be provided in appropriate areas in the Region in accordance with performance standards.,
14-Manufacturing-and-Industry.txt,"Prior to land being rezoned for industrial or manufacturinguses, it must bedemonstratedthat:  there is a need for such land in the area, and that the land proposed to be rezoned is both suitable and capable of supporting the industrial and/or manufacturing uses sought;  therearenophysical and/orenvironmental constraints affectingtheland;  noiseandodourdischarges will becontrolled,toprotect theamenityofadjoining areas, particularly any nearby residential areas, in accordance with standards approvedbytheE.P.A.",
14-Manufacturing-and-Industry.txt," the rezoning will not have adverse effect on the Region's environmental values, includinglandscape,flora,fauna,water,andairquality;  the rezoning will not have an adverse effect on the Region's agriculture, tourism, andrecreational activities, oronroads orresidential amenity;  the land is located so that it can be serviced by a major access route and that therewill benoadverseimpacts onsurroundingroads;  asuitablebufferfrom residential development canbeprovided,and  there is adequate provision of essential services and suitable provision for treatment of solid and liquid wastes and disposal of effluent, preferably through theprovisionofreticulatedliquidwastedisposal facilities.",
14-Manufacturing-and-Industry.txt,14.05 Saw Mills 62.,
14-Manufacturing-and-Industry.txt,"REGIONALSTRATEGYPLAN - MANUFACTURINGANDINDUSTRY New sawmills may be allowed in existing industrial zones or in appropriate zones withinRural PolicyAreas, providedthat it is demonstratedthat;  thesiteis suitableandcapableofsupportingsuchauseanddevelopment;  there are no physical or environmental constraints affecting the land on which thedevelopment andusewill occur;  detriment tothelandscapevalues oftheareawill beminimised;  thereis adequateprovisionofessential services;  noise and waste discharges to the environment are controlled and are in accordancewithstandards approvedbytheE.P.A.;  the land is not within an area subject to high bush fire danger and that appropriatemeasures forfirepreventionaretaken,and  the land is serviced with suitable vehicular access and the development will not causeadversetrafficimpacts onsurroundingroads.",
14-Manufacturing-and-Industry.txt,"14.06 Employment Issues In support of the primary purposes for these policies, consideration must be given not only to employment generation, but to servicing the educational and training needs of theRegion's residents.",
14-Manufacturing-and-Industry.txt,"Ways inwhichthis canbeachievedinclude:  examining ways in which the employment base of the Region can be broadened, includingtertiaryemployment;  working with appropriate authorities to establish new employment initiatives which more adequatelyutilise the readysource of labour, particularlythe young, the unemployed and those on low incomes who have to commute long distances tofindemployment; and  working with appropriate educational bodies to ensure the development of a comprehensive range of training and retraining opportunities for the Region's workforce.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","REGIONAL STRATEGY PLAN - EXTRACTIVE INDUSTRY, MINING & SOIL REMOVAL 15.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","EXTRACTIVE INDUSTRY, MINING AND SOIL REMOVAL 15.01 Regional Overview Extractive industry, which include extraction of hard rock and clay, occurs in a number of locations in the Region, in a manner that has remained relatively unchanged over many years.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt",It is an activity that is important in the provision of materials for road making and manufacturing of roofing tiles.,
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","In order to protect top soil as an essential natural resource, the prohibition on soil removal, particularly for commercial purposes, will be reinforced and the removal of soil will only be allowed when associated with an approved development, such as buildings and dams.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","Mining is a minor activity in the Region, with only one small gold mine at Hoddles Creek which has not operated for some years.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","15.02 Primary Purpose - Extractive Industries The primary purpose of the Extractive Industries Policies is to control the development and siting of existing and future extractive industry operations, so as to ensure minimal detrimental impact on the Region's environment, landscape and water resources and on the amenity of its residents.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","15.03 Extractive Industry policies Extractive Industry, whether as an expansion of an existing operation or through the establishment of a new operation, must be controlled to minimise detriment to the Region's environment, landscape and water resources and on the amenity of its residents.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt",All extractive industry sites must be satisfactorily rehabilitated in accordance with conditions specified in the relevant extractive industry approvals for the site.,
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt",New extractive industry operations must not be established within the Mt.,
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","Dandenong Ridge Area, National/State Parks, closed catchments, the Yarra Tributaries, Reference Areas, Sites of Natural and Cultural Significance, the Puffing Billy Railway Scenic Corridor and within any ‘Environmental Living Zone’.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","The expansion of an existing extractive industry may occur within a Site of Natural Significance provided that the expansion is in accordance with a detailed working plan, which has been agreed by the responsible authority and which restricts the removal of vegetation to specific areas shown within that detailed working plan.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt",15.04 Primary Purpose - Mining The primary purpose of the Mining Policies is to facilitate the development and siting of existing and future mining operations in a manner which minimises detrimental effects 64.,
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","REGIONAL STRATEGY PLAN - EXTRACTIVE INDUSTRY, MINING & SOIL REMOVAL on the Region's environment, landscapes, water resources and the amenity of the Region's residents.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","15.05 Mining policies Mining operations must be designed and managed to minimise detriment to the Region's environment, landscapes, water resources and the amenity of the Region's residents Mining operations must only be established in accordance with a planning approval unless the proposal has been the subject of an Environmental Effects Statement.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt",New mining operations must not be established within the Mt.,
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","Dandenong Ridge Area, National/State Parks, closed catchments, Yarra Tributaries, Reference Areas, Sites of Natural and Cultural Significance and in the Puffing Billy Railway Scenic Corridor.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt",Rehabilitation of mining sites must be in accordance with the conditions as specified by the licence issued under the Mineral Resources Development Act 1993.,
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","15.06 Land management provisions for extractive industry, mineral prospecting and mining Any extractive industry or mining proposals which require planning approval must demonstrate that:  there is a need for the particular use or development at that specific location;  the nature and intensity of the use or development is appropriate on that specific site;  any undesirable effects of the use or development by reason of its appearance, use or discharge of noise or wastes into the environment or any other detrimental effects on the landscape, soil erosion or water quality or on the amenity of the surrounding areas, will be minimised or controlled;  all works will be carried out in accordance with the conditions specified in any permit issued or any exploration or mining licence issued by the relevant Minister;  noise and waste discharges will meet the requirements of the Environment Protection Act;  traffic will be controlled so that there will be minimal impacts on adjoining roads, particularly those giving access to residential areas and measures to minimise dust emanating from vehicles using the site are instituted;  any adverse effects of the use or development on the amenity of the local residents are minimised;  advertising signs and/or company identification signs are located and designed so they do not detract from the landscape character of the area nor unnecessarily distract passing traffic;  the intrinsic value of existing native vegetation and its value as a refuge or habitat for wildlife is maintained;  the advice of the relevant Minister is obtained under the provisions of the Environment Effects Act, 1978, prior to the approval of any rezoning; and 65.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","REGIONAL STRATEGY PLAN - EXTRACTIVE INDUSTRY, MINING & SOIL REMOVAL  if the land is Public Land, agreement is obtained from the relevant Public Authority, Government Department or Council that controls the land.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","15.07 Primary Purpose - Soil Removal The primary purpose of the Soil Removal Policy is to strictly control, and where necessary prohibit, the removal of soil in all Rural and Landscape Living Policy Areas in order to protect the soil as an agricultural resource and to avoid soil erosion and land degradation.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","15.08 Soil removal policies Soil removal in Rural and Landscape Living Policy Areas Soil removal in all Rural and Landscape Living Policy Areas must be subject to planning approval and must only be allowed where:  the soil to be removed is surplus to the construction or maintenance of an approved dam which is necessary for the supply of water to the agricultural use of that land or for domestic and/or industrial water supply purposes and where the retention of that surplus soil on the subject land would reduce its suitability and/or capability for the continuation of its existing or a future agricultural operation, or  the soil to be removed is to allow for the carrying out of an approved use or development, for which the retention of that soil would prejudice the use or development of the land, and the consideration and approval of that soil removal was part of the approval of the use or development.",
"15-Extractive-Industry,-Mining-and-Soil-Removal.txt","Soil removal for public works and undertakings Removal of soil by a Council, Government Department or Public Authority in association with works and undertakings or for normal maintenance operations, will be allowed, provided sufficient suitable soil is retained on site for use in appropriate rehabilitation of batters and other exposed earthworks.",
16-Recreation-and-Tourism.txt,"It integrates environmental objectives with economic and social goals, by encouraging the tourist industry to develop with themes compatible with environmental protection, and by creating jobs for local people.",
16-Recreation-and-Tourism.txt,"Dandenong Ridge Area Consistent with the general recreation and tourism policies, the further provision and/or expansion of recreation or tourism facilities on Public Land in the Mt.",
16-Recreation-and-Tourism.txt,"In the Dandenong Ranges, the diverse range of cultural attractions, the picturesque gardens, and the contrasting urban-rural landscapes and bushland settings provide an ideal focus for local, interstate and international visitors.",
16-Recreation-and-Tourism.txt," Encourage a diverse range of tourist activities and facilities in appropriate locations, consistent with identified themes.",
16-Recreation-and-Tourism.txt,"Strategies to assist in the implementation of this policy include:  promotion of short-break accommodation opportunities, as a means of spreading visitor loads, particularly in the Dandenong Ranges and other overloaded areas;  promotion of activities and facilities which entice overnight stays, such as nocturnal animal observation at the Healesville Sanctuary and Koori (Aboriginal) cultural activities at the proposed Aboriginal Cultural Centre;  development of selected wineries and vineyards as tourist attractions in the Region, which highlight the Region's viticulture and wine making industry, and the provision of information and interpretation on these activities;  development of Mt.",
16-Recreation-and-Tourism.txt,"Government Departments and Public Authorities which own/control and manage the disused Lilydale - Warburton Railway Reserve must support the implementation of, and give effect to, the `Lilydale-Warburton Railway Reserve Recreation Management Plan July 1988' when considering works or undertakings on the Reserve or when considering the disposal of any land which is part of, or associated with, this Railway Reserve.",
16-Recreation-and-Tourism.txt,"The reservoir parks associated with Melbourne’s water supply, such as Maroondah and Silvan reservoirs, have been popular for decades as a `developed' recreation setting.",
16-Recreation-and-Tourism.txt,"Two of Victoria's major tourist attractions, the Healesville Sanctuary and the Puffing Billy Tourist Railway, are located within the Region.",
16-Recreation-and-Tourism.txt,"However there is a need to carefully plan and coordinate the development of these facilities, to ensure that the Region's most valued assets - its environmental and landscape qualities - are maintained.",
16-Recreation-and-Tourism.txt,"The designation of tourist routes must include consultation with Vic Roads, local Councils and, where appropriate, the Department of Conservation and Natural Resources, Melbourne Parks and Waterways and other relevant bodies.",
16-Recreation-and-Tourism.txt,Dandenong Ridge Area must be limited.,
16-Recreation-and-Tourism.txt,"This is necessary to reduce the pressures of over use on the important landscape, environmental and visitor attraction values of the Region, particularly in the Dandenong Ranges.",
16-Recreation-and-Tourism.txt,"16.15 Tourist accommodation The use or development of land for tourist accommodation must be controlled to protect the amenity of residents and the visual and environmental capacity of the area, and to ensure consideration is given to the primary purposes of the relevant policy area for the land.",
16-Recreation-and-Tourism.txt,"To achieve this, a planning permit must be required to develop new tourist accommodation establishments.",
16-Recreation-and-Tourism.txt,"16.06 Recreation and tourism in Township Policy Areas The provision of recreation and tourism facilities and services in Township Policy Areas must be carried out in a manner which:  ensures that any new facilities and/or services are located and designed to be compatible with the current and future needs of local residents and visitors, and  maximises economic and other benefits to the local community, while minimising adverse impacts on the amenity of local residents, and on the area's landscape character and environment.",
16-Recreation-and-Tourism.txt,"Roadside signs and other directional information, particularly those directing visitors to tourist and other attractions, should ensure that they are not a hazard to motorists, pedestrians or property, and that the important landscape, environmental and amenity values of the Region are not detrimentally affected.",
16-Recreation-and-Tourism.txt,"16.19 General use and development policies for tourism and recreation facilities In order to conform with these policies, and to ensure the sustainability of environmental amenity and opportunities for recreation and tourism, any use or development for recreation or tourism purposes, which requires a planning permit, must comply with the following:  Any undesirable effects of the use or development by reason of its appearance, discharge of wastes into the environment, excessive noise or traffic generation, or the like, must be minimised and/or controlled.",
16-Recreation-and-Tourism.txt,"In addition, there is significant tourist activity associated with the Yarra Valley wine industry.",
16-Recreation-and-Tourism.txt,"As Melbourne continues to grow in area and population, particularly in the South East Growth Area (Berwick and Pakenham), it is expected that the number of Melbourne residents using major parks just beyond the metropolitan area will also grow.",
16-Recreation-and-Tourism.txt,"16.14 Caravan parks Land which is proposed to be used for a caravan park must either be located within:  a Township Policy Area or a Rural Policy Area and be included within a zone that specifically provides for such uses; or  the townships of Warburton, Healesville and Yarra Glen, where the use may be allowed subject to a planning permit.",
16-Recreation-and-Tourism.txt, The intrinsic value of existing native vegetation and its value as habitat for wildlife must be protected.,
16-Recreation-and-Tourism.txt,"16.23 Promotion of Public Land for recreation Government Departments and Public Authorities responsible for the management of recreation facilities must, when preparing management plans, make provision for the establishment or continued use of appropriate recreation facilities in the Lysterfield Lake Park and other appropriate public land areas beyond the Mount Dandenong main ridge.",
16-Recreation-and-Tourism.txt,REGIONAL STRATEGY PLAN - RECREATION AND TOURISM  Any advertisements or signs must be located and designed so that they do not detract from the landscape character or unnecessarily distract passing traffic.,
16-Recreation-and-Tourism.txt,"Opportunities for recreation and tourism activities and facilities in the Upper Yarra Valley must be promoted, to increase its attractiveness as an alternative to the Dandenong Ranges.",
16-Recreation-and-Tourism.txt," Encourage positive attitudes amongst the Region's residents, relevant bodies and local councils towards the development of recreation and tourism in the Region, including the provision of associated education and training opportunities and to provide for public consultation.",
16-Recreation-and-Tourism.txt,"Approximately 70% of the Region's land is held in public ownership, and within this area significant land has been set aside for parks.",
16-Recreation-and-Tourism.txt,"Preference in implementing this policy should be given to, accommodation associated with other attractions; improvement or redevelopment of existing accommodation facilities, additional small scale developments, such as bed and breakfast establishments; low cost accommodation such as camping facilities; and accommodation in association with appropriately located restaurants.",
16-Recreation-and-Tourism.txt,"REGIONAL STRATEGY PLAN - RECREATION AND TOURISM 16.05 Visitor effect on environmental capacity Visitors who do come to the Region need to be enticed to stay for longer periods and day trippers need to be diverted away from the Dandenong Ranges, to areas appropriate for tourism and recreation in the Upper Yarra Valley.",
16-Recreation-and-Tourism.txt,`Natural' recreation areas are generally found in the forested areas of the ranges surrounding the Yarra Valley and in the Olinda State Forest and at Mt.,
16-Recreation-and-Tourism.txt,"16.24 The Yarra River System The Yarra River and its main tributaries below the major water supply reservoirs/dams must be recognised as a special recreational feature, and encouragement must be given to the provision of opportunities, where appropriate, for a variety of recreational activities, including walking tracks, picnic areas, and access for water-based activities.",
16-Recreation-and-Tourism.txt,"16.08 Recreation and tourism in Rural Policy Areas A diverse range of recreational and tourism opportunities are to be encouraged in appropriate locations in Rural Policy Areas provided that they are in keeping with, and enhance, the existing overall character of the area and the maintenance of rural and agricultural pursuits, visual and environmental quality and residential amenity.",
16-Recreation-and-Tourism.txt,"16.09 Promotion of tourism and recreation The Region should be promoted for tourism and recreation through major themes, which have been identified as major strengths and which reflect the values important to the Region and its visitors.",
16-Recreation-and-Tourism.txt,"Outdoor social activities such as picnics and barbecues have maintained their traditional appeal, particularly for family groups and organisations.",
16-Recreation-and-Tourism.txt,"16.20 Transport modes The use of transport modes other than private motor vehicles, for recreation and tourism activities, must be encouraged in order to lessen any adverse effects on the Region's environment and residential amenity, and to reduce traffic demands on the Region's road system.",
16-Recreation-and-Tourism.txt,"These themes include:  Lifestyle experiences, health, good living;  Rural environment (space, vistas, agriculture);  Wineries;  Natural environment (mountains, forests, rivers and streams, flora and fauna);  Major attractions (e.g.",
16-Recreation-and-Tourism.txt,"The Department of Conservation Natural Resources, Melbourne Parks & Waterways, Council and other relevant public agencies, in consultation with Council, must review and coordinate the use of water frontages in the Yarra River catchment within the Region.",
16-Recreation-and-Tourism.txt,"Healesville Sanctuary, Puffing Billy Railway, Upper Yarra Dam, Mt Donna Buang), and  History and Heritage (e.g.",
16-Recreation-and-Tourism.txt,"timber, gold, water, guesthouses, pioneer skills).",
16-Recreation-and-Tourism.txt," Facilitate resolution of existing problems or deficiencies in tourism and recreation infrastructure, through coordination between Government Departments and other relevant public agencies, Councils and local tourism and recreation bodies.",
16-Recreation-and-Tourism.txt,The Region's greatest range of opportunities for development of recreation and tourism facilities are within the Yarra Valley.,
16-Recreation-and-Tourism.txt,This Strategy adopts a positive approach.,
16-Recreation-and-Tourism.txt,"This is to ensure the recognition of regional and local priorities, to assist in the proper allocation of available resources, and to enable the assessment and addressing of possible impacts on the residents, landscapes and environment of the Region.",
16-Recreation-and-Tourism.txt, Adequate car parking for the use or development must be provided on the site; 72.,
16-Recreation-and-Tourism.txt,REGIONAL STRATEGY PLAN - RECREATION AND TOURISM 16.,
16-Recreation-and-Tourism.txt,"A number of recent recreational trends need to be taken into account in the planning, development and management of the Region's open space.",
16-Recreation-and-Tourism.txt,"The challenge is to ensure that such gains can be achieved with minimum disruption to the environment, to the amenity of the local area, and to its community.",
16-Recreation-and-Tourism.txt,Government Departments and public authorities and Councils responsible for the management of recreation and tourism facilities within the Mt.,
16-Recreation-and-Tourism.txt,"REGIONAL STRATEGY PLAN - RECREATION AND TOURISM 16.07 Recreation and tourism in Landscape Living Policy Areas A limited range of recreational and tourist opportunities may be allowed in appropriate locations within Landscape Living Policy Areas, provided they are in keeping with and enhance the overall character of the area, and they maintain the visual, environmental quality and residential amenity of the area.",
16-Recreation-and-Tourism.txt,"Donna Buang as an all-season tourist destination, with an emphasis on the nearest snow-play area to Melbourne, its magnificent scenery, and the opportunity for healthy outdoor activities, provided that the adjacent Watts River and Maroondah catchment are properly protected;  development of a variety of tourist/visitor accommodation, including low-key farm holiday opportunities and associated outdoor activities;  development of attractions associated with timber getting and gold mining;  re-establishment of the historic rail service from Lilydale to Healesville, with the operation of old steam trains, and the re-development of Healesville Railway Station as an attraction featuring transportation history and related matters;  development of roadside signs in appropriate locations to guide day-trippers to other tourist locations away from the Dandenong Ranges;  development of and crafts activities related to established themes; and  establishment of restaurants, tearooms and coffee houses reflecting the hospitality trade of the area.",
16-Recreation-and-Tourism.txt,"The Yarra Valley's reputation for cool-climate quality wines is spreading, with an increasing recognition of the potential for related eating and overnight accommodation facilities, in select parts of the Region.",
16-Recreation-and-Tourism.txt, The proposed use or development must not contribute to an over-development of a particular area.,
16-Recreation-and-Tourism.txt,"The primary purpose of policies for recreation and tourism on Public Land is to manage, maintain, and where necessary, improve existing recreation and tourism facilities, and to provide additional facilities and opportunities for a variety of recreational and tourism activities, whilst ensuring that any adverse effects on natural resources, water quality, landscape, environmental character and environmental values, residential amenity and roads, are minimised.",
16-Recreation-and-Tourism.txt,These plans should also provide for the publishing of brochures and other material promoting the use of these areas for suitable recreational activities.,
16-Recreation-and-Tourism.txt,There is evidence of greater interest in unstructured outdoor activities such as walking and cycling within `natural' settings.,
16-Recreation-and-Tourism.txt,Both `developed' and `natural' parks within the Region attract thousands of visitors annually.,
16-Recreation-and-Tourism.txt,"Dandenong Ridge Area, must ensure that there is generally no further provision of such facilities within this area, but at the same time, recognise the possibility for upgrading and relocating existing facilities.",
16-Recreation-and-Tourism.txt,"16.02 Regional Goals The regional goals for Recreation and Tourism Policy are to:  Facilitate further development of the Region's recreation and tourist attractions and facilities, whilst protecting the environment, the landscape and the amenity of the Region and its residents.",
16-Recreation-and-Tourism.txt,"16.11 Information and interpretation Tourism and recreation information and interpretation facilities for the Upper Yarra Valley and the Dandenong Ranges (including appropriate signage) need to be provided in appropriate locations, to inform visitors of the nature and location of tourism and recreation facilities and services available.",
16-Recreation-and-Tourism.txt,"The opportunity for residents to use such facilities and activities must also be considered 16.04 Protection of the environment, landscapes and resident’s amenity Wherever possible, and for all new developments, recreation and tourism activities must be conducted in appropriate locations in the Region, away from areas where the impacts of such activities could be detrimental to the area's residents or to its environmental and landscape values.",
16-Recreation-and-Tourism.txt,"REGIONAL STRATEGY PLAN - RECREATION AND TOURISM  the possibility of including disused linear features such as the Silvan aqueduct, disused railway reserves, road reserves, stream reserves and utility easements to create a network of walking, horse riding and bicycle tracks throughout the Region;  where appropriate, the feasibility of leasing private land for purposes of linear linkages with Public Land;  the need for such facilities, and their integration with existing facilities in particular locations, and  the effects on local residents, on the environment, and on the landscape of the area in which any such facility is to be situated.",
17-Water-Resources.txt,REGIONALSTRATEGYPLAN - WATERRESOURCES 17.,
17-Water-Resources.txt,"WATER RESOURCES 17.01 Regional Overview A major part of the Region, is used for water harvesting purposes.",
17-Water-Resources.txt,"The Yarra River System upstream of YeringGorge and parts of Thomson Forest areusedas watersupply catchments fortheMelbournemetropolitanarea,MorningtonPeninsulaandtheRegion.",
17-Water-Resources.txt,"Maintenance of high water quality for domestic and other beneficial uses and maintenance of environmental values are primary objectives, and the policies in this section have been developed specifically to achieve that objective.",
17-Water-Resources.txt,As most of the Region is used as a catchment for Melbourne's water supply the policies reflect this importance.,
17-Water-Resources.txt,The policies of the Regional Strategy Plan have been prepared on the basis of a total catchment approach to water resource conservation.,
17-Water-Resources.txt,Policies in this section concentrate on the waterways and adjacent lands and on issues specifically related to water harvesting.,
17-Water-Resources.txt,"River systems, including floodplains, are of particular significance because of their role in transferring water in times of flood, the habitat they provide for flora and fauna, and the recreational opportunities they offer.",
17-Water-Resources.txt,The Yarra River and its tributary streams and creeks arewidelyrecognisedas ariversystem withspecial values.,
17-Water-Resources.txt,"Policies for Water Resources and the Yarra River System are included under the followingheadings, andrelatetoMapSeries 4:  WaterHarvestingPolicies,whichdesignatethelandareas forwaterharvesting;  Water Quality Policies, which indicate the standards for water quality objectives and specifylandusepractices conducivetomaintenanceofhighwater quality;  Water Supply Policies, which specify the priorities for reticulated water supply systems; and  River and Stream Management Policies, which propose co-ordinated approaches for stream management generally and for the Yarra River and its tributaries inparticular.",
17-Water-Resources.txt,17.02 Water Resources Goals Theregional goals forthewaterresourcepolicies areto:  ensure that the forested catchments used for water production continue to be usedsolelyorprimarilyforthis purposeandmaintainthis potential;  ensure that all local water supply catchments identified in Map 4 continue to be usedsolelyorprimarilyforthis purposeandmaintainthis potential;  ensure that the catchment of the Yarra River above Yering Gorge retains the potential forwatercollectionforpotablepurposes; 76.,
